Site Id;Site Name;Longitude;Latitude;River
93425;SOMPOLNO;18 31;52 23;NOTEĆ
96522;SOPOTNIA WIELKA;19 17;49 34;SOŁA
95524;SOSNOWIEC;19 06;50 17;PRZEMSZA
95587;SOSNOWIEC-JULIUSZ;19 13 08;50 15 55;PRZEMSZA
92853;SOSNOWO;22 55 32;53 42 01;NETTA
95428;SOŚNICOWICE;18 33;50 16;ODRA
95280;SPALONA;16 33;50 17;NYSA KŁODZKA
94624;SPAŁA;20 08;51 32;PILICA
96583;SPYTKOWICE GÓRNE;19 45 42;49 33 52;SKAWA
95229;SREBRNA GÓRA;16 40;50 35;NYSA KŁODZKA
95288;SREBRNA GÓRA II;16 40 06;50 34 51;NYSA KŁODZKA
95829;STALOWA WOLA;22 02;50 36;SAN
95423;STANICE;18 31;50 12;ODRA
93734;STANISŁAWÓW;21 33;52 17;NAREW
94206;STANISŁAWÓW;16 01;51 04;KACZAWA
94168;STANKOWICE;15 18 49;51 01 00;KWISA
95415;STANOWICE;18 40;50 08;ODRA
94654;STANOWISKA;20 22;51 03;PILICA
95729;STANY;21 58;50 26;WISŁA
6515;STAŃCOWA;19 33;49 32;CZARNA ORAWA
96598;STAŃCOWA;19 32 27;49 32 40;CZARNA ORAWA
95124;STARA KAMIENICA;15 34;50 55;BÓBR
95431;STARA KUŹNIA;18 21;50 18;ODRA
94705;STARACHOWICE;21 03 12;51 02 29;KAMIENNA
94242;STARE DRZEWCE;16 13;51 46;ODRA
92620;STARE MIASTO;20 00;53 28;DRWĘCA
5401;STARE OLESNO;18 °2 2';50 °5 4';STOBRAWA
95344;STARE SIOŁKOWICE;17 46;50 48;STOBRAWA
94246;STARE STRĄCZE;16 10;51 51;OBRZYCA
92114;STARGARD SZCZECIŃSKI;15 03;53 20;INA
92143;STARNIN;15 28;53 58;REGA
92444;STAROGARD GDAŃSKI;18 32;53 57;WIERZYCA
93460;STARY BRZEŚĆ;18 54 49;52 37 00;ZGŁOWIĄCZKA
95812;STARY DZIKÓW;22 56;50 15;LUBACZÓWKA
91902;STARY FOLWARK;23 04;54 04;CZARNA HAŃCZA
92632;STAWIGUDA;20 25;53 40;PASŁĘKA
92817;STAWISKI;22 10;53 24;PISA
91521;STEGNA;19 07;54 20;SZKARPAWA
92022;STEPNICA;14 38;53 39;ZALEW SZCZECIŃSKI
93223;STĘSZEW;16 42;52 17;KANAŁ MOSIŃSKI
95626;STOPNICA;20 56;50 27;CZARNA
93919;STRABLA;23 06;52 54;NAREW
96561;STRACONKA;19 07;49 48;WISŁA
92538;STRASZEWO;19 02;53 50;NOGAT
94140;STRASZÓW;14 59 32;51 31 08;BÓBR
95210;STRONIE ŚLĄSKIE;16 53;50 17;NYSA KŁODZKA
96562;STRÓŻA;19 56;49 48;RABA
94224;STRUPINA;16 49 08;51 23 05;BARYCZ
91502;STRUŻYNA;19 57;54 00;PASŁĘKA
95271;STRZEGOM;16 21;50 58;BYSTRZYCA
93651;STRZEGOWO;20 17;52 54;WKRA
93516;STRZELCE;19 24;52 19;BZURA
93139;STRZELCE KRAJEŃSKIE;15 32;52 52;NOTEĆ
95453;STRZELCE OPOLSKIE;18 19;50 30;MAŁA PANEW
95341;STRZELIN;17 03 58;50 47 32;OŁAWA
4502;STRZELNA;19 54;51 49;MROGA
93438;STRZELNO;18 10;52 38;NOTEĆ
95629;STRZESZKOWICE;20 18;50 32;NIDA
95927;STRZYŻÓW;24 02;50 51;BUG
92646;STUDNICA;20 39;53 59;ŁYNA
95489;STUDZIENICE;18 59;50 01;WISŁA
94149;STYPUŁÓW;15 33;51 42;BÓBR
92933;SUCHA RZECZKA;23 12;53 53;CZARNA HAŃCZA
92113;SUCHAŃ;15 19;53 17;INA
94604;SUCHEDNIÓW;20 50;51 02;KAMIENNA
95735;SUCHOWOLA;21 23;50 32;WISŁA
5407;SUKOWICE;18 10;50 16;ODRA
93105;SULECHÓW;15 37;52 06;ODRA
93730;SULEJÓWEK;21 18;52 15;WISŁA
92115;SULIBOREK;15 33;53 18;INA
94114;SULIKÓW;15 04;51 05;NYSA ŁUŻYCKA
94510;SULMIERZYCE;19 13;51 12;WIDAWKA
94323;SUŁÓW;17 10;51 30;BARYCZ
92913;SUPRAŚL;23 20;53 13;SUPRAŚL
93838;SURAŻ;22 57;52 57;NAREW
94316;SYCÓW;17 44;51 19;BARYCZ
92216;SYPNIEWO;16 37;53 28;GWDA
92322;SYPNIEWO;17 20;53 22;NOTEĆ
94432;SZADEK;18 59;51 42;WARTA
96612;SZAFLARY;20 02;49 25;DUNAJEC
95286;SZALEJÓW GÓRNY;16 33 09;50 25 50;NYSA KŁODZKA
92301;SZAMOCIN;17 07;53 02;NOTEĆ
3203;SZAMOTUŁY-BABORÓWKO;16 38;52 35;WARTA
95661;SZANIEC;20 42;50 32;NIDA
96812;SZCZAWNE;22 09;49 24;SAN
6620;SZCZAWNICA;20 30;49 26;BIAŁY DUNAJEC
5203;SZCZAWNO-ZDRÓJ;16 14;50 48;STRZEGOMKA
92052;SZCZECIN-PODJUCHY;14 35 35;53 22 10;ODRA WSCHODNIA
92054;SZCZECIN-POGODNO;14 32 13;53 27 26;ODRA
94855;SZCZEKARKÓW;22 38 25;51 29 53;WIEPRZ
5502;SZCZEKOCINY;19 48;50 38;PILICA
95618;SZCZEPANOWICE;20 02;50 18;WISŁA
92613;SZCZEPKOWO BOROWE;20 35;53 18;ORZYC
94516;SZCZERCÓW;19 07;51 20;WIDAWKA
95722;SZCZUCIN;21 04;50 19;WISŁA
91619;SZCZURKOWO;20 54 10;54 21 19;ŁYNA
96547;SZCZYRK;18 59 57;49 42 02;SOŁA
93344;SZELEJEWO;17 45;52 44;NOTEĆ
94340;SZELEJEWO;17 10;51 52;KANAŁ MOSIŃSKI
3801;SZEPIETOWO;22 33;52 51;NURZEC
92725;SZEROKI BÓR;21 39;53 37;PISA
96732;SZERZYNY;21 15;49 49;WISŁOKA
5103;SZKLARSKA PORĘBA;15 32;50 50;BÓBR
91511;SZOPY;19 20;54 08;ELBLĄG
94250;SZRENIAWA;16 03;51 56;OBRZYCA
92624;SZUĆ;20 44;53 31;OMULEW
92916;SZUDZIAŁOWO;23 39;53 18;SUPRAŚL
95477;SZUMIRAD;18 15;50 50;STOBRAWA
95335;SZYDŁOWIEC ŚLĄSKI;17 37;50 41;NYSA KŁODZKA
95331;SZYDŁÓW;17 44;50 36;NYSA KŁODZKA
95737;SZYDŁÓW;21 00 09;50 35 32;CZARNA
96721;SZYMBARK;21 05;49 37;WISŁOKA
92737;SZYMONKA;21 40;53 53;PISA
96556;SZYNDZIELNIA;19 00;49 46;WISŁA
95310;ŚCIBORZYCE MAŁE;17 47;50 16;ODRA
94226;ŚCINAWA;16 25;51 25;ODRA
96550;ŚLEMIEŃ;19 22;49 43;SOŁA
93756;ŚLEPIOTY;21 35;52 41;BUG
2402;ŚLIWICE;18 11;53 42;WDA
96526;ŚMIETANOWA;19 35;49 34;CZARNA ORAWA
93305;ŚREM;17 02 15;52 04 51;WARTA
93307;ŚREM;17 01;52 06;WARTA
93771;ŚWIDER;21 14 14;52 06 57;ŚWIDER
96638;ŚWIDNIK;20 38;49 43;DUNAJEC
92420;ŚWIECIE;18 27;53 24;WDA
94102;ŚWIECIE;15 16 44;51 00 13;KWISA
5151;ŚWIERADÓW ZDRÓJ;15 19 32;50 54 22;KWISA
5101;ŚWIERADÓW-ZDRÓJ;15 20;50 54;KWISA
95285;ŚWIERKI;16 25 10;50 37 31;NYSA KŁODZKA
5404;ŚWIERKLANIEC;18 57;50 26;PRZEMSZA
94105;ŚWIERZAWA;15 54;51 01;KACZAWA
95571;ŚWIĘTA ANNA;19 32;50 49;WARTA
2705;ŚWIĘTAJNO;21 13 40;53 33 48;
93202;ŚWIĘTNO;16 03 01;52 00 22;OBRA
95442;TACISZÓW;18 32;50 23;KŁODNICA
94211;TACZALIN;16 18;51 09;KACZAWA
94701;TARŁÓW;21 43;51 00;KAMIENNA
95910;TARNOSZYN;23 48;50 25;BUG
94243;TARNOWA ŁĄKA;16 37;51 46;BARYCZ
94632;TĄKIELE;20 49;51 43;PILICA
96811;TELEŚNICA OSZWAROWA;22 32;49 23;SAN
96829;TEMESZÓW;22 13;49 42;SAN
94661;TEOFILÓW;20 10 58;51 31 41;PILICA
6812;TERKA;22 26;49 18;SAN
91426;TĘPCZ;18 02;54 30;ŁEBA
92453;TLEŃ;18 15 37;53 36 39;PRUSINA
91520;TOLKMICKO;19 32;54 19;ZALEW WIŚLANY
4104;TOMASZÓW BOLESŁAWIECKI;15 41;51 17;BÓBR
92506;TOMKOWO;19 13;53 09;DRWĘCA
93852;TONKIELE;22 34;52 25;BUG
3508;TOPOLA-BŁONIE;19 11;52 05;NER
95450;TOSZEK;18 31;50 28;KŁODNICA
94352;TRĄBINEK;17 05 41;51 59 45;
91409;TRĄBKI WIELKIE;18 32;54 10;MARTWA WISŁA
93371;TROJANOWO;17 01 01;52 35 58;WARTA
92201;TRZCIANKA;16 28;53 02;NOTEĆ
91101;TRZEBIATÓW;15 16;54 04;REGA
94004;TRZEBIEL;14 49;51 38;NYSA ŁUŻYCKA
92051;TRZEBIEŻ;14 32;53 40;ZALEW SZCZECIŃSKI
94314;TRZEBNICA;17 04;51 18;BARYCZ
94339;TRZEBOWA;17 40;51 49;WARTA
93336;TRZEMESZNO;17 49;52 34;NOTEĆ
96663;TRZEMEŚNIA;20 01;49 48;RABA
93950;TRZEŚCIANKA;23 26;52 57;NAREW
95529;TRZYCIĄŻ;19 47;50 19;WISŁA
93242;TUCHOLA;16 09;52 40;WARTA
92338;TUCHÓŁKA;17 45;53 34;BRDA
96738;TUCHÓW;21 03;49 54;DUNAJEC
94919;TUCZNA;23 25;51 53;KRZNA
92207;TUCZNO;16 08 53;53 11 42;DRAWA
93143;TUCZNO;15 29 39;52 58 29;DRAWA
92258;TUCZNO TRZECIE;16 09 53;53 12 47;DRAWA
93404;TULISZKÓW;18 18;52 05;WARTA
95470;TURAWA;18 06;50 44;MAŁA PANEW
93401;TUREK;18 30;52 01;WARTA
93208;TUREW;16 49 47;52 03 26;KANAŁ MOSIŃSKI
95302;TURKÓW;17 52;50 01;OPAWA
95842;TUROBIN;22 45;50 49;WIEPRZ
92721;TUROŚL;21 36;53 31;PISA
92722;TUROWO;21 54;53 32;PISA
92011;TURZE;14 53;53 12;PŁONIA
94116;TWARDOCICE;15 45;51 06;KACZAWA
95457;TWORÓG;18 43;50 32;MAŁA PANEW
95492;TWORÓG MAŁY;18 28;50 15;ODRA
95417;TYCHY;18 59;50 08;WISŁA
96848;TYCZYN;22 02;49 58;WISŁOK
92810;TYKOCIN;22 47;53 12;NAREW
96710;TYLAWA;21 42;49 28;WISŁOKA
96703;TYLICZ;21 01;49 24;POPRAD
92756;TYSZKI-WĄDOŁOWO;21 59 03;53 26 52;PISA
91311;UGOSZCZ;17 32;54 08;SŁUPIA
94952;UHNIN;23 04 05;51 34 16;TYŚMIENICA
94328;UJAZD;17 26;51 38;CZARNA WODA
95509;UJAZD;19 49;50 08;WISŁA
95441;UJAZD ŚLĄSKI;18 21;50 23;KŁODNICA
91320;ULISZKOWICE;17 07;54 17;WIEPRZA
94446;UNIEJÓW;18 48;51 58;WARTA
95235;UNIEMYŚL;16 03;50 38;ŁABA
94735;UNIN KOLONIA;21 41;51 54;WISŁA
92411;UNISŁAW;18 25;53 12;WISŁA
95245;UNISŁAW ŚLĄSKI;16 15;50 49;NYSA KŁODZKA
95287;UNISŁAW ŚLĄSKI II;16 13 57;50 42 39;NYSA KŁODZKA
95430;URBANOWICE;18 02;50 18;ODRA
96411;USTROŃ-RÓWNICA-SCHRONISKO;18 51 08;49 42 56;WISŁA
96410;USTROŃ-RÓWNICA-WIEŚ;18 51;49 43;WISŁA
96654;USZEW;20 37;49 55;WISŁA
95608;UŚCIE SOLNE;20 32;50 07;WISŁA
92450;UŚNICE;18 55;53 57;NOGAT
92712;WACH;21 23;53 18;NAREW
96569;WADOWICE;19 30 46;49 52 36;SKAWA
96616;WAKSMUND;20 05;49 29;DUNAJEC
93506;WALEWICE;19 41;52 06;BZURA
95244;WALIM;16 27;50 42;BYSTRZYCA
95255;WAŁBRZYCH;16 19;50 46;BYSTRZYCA
95277;WAŁBRZYCH II;16 18;50 44;BYSTRZYCA
92209;WAŁCZ;16 28;53 17;PIŁAWA
92619;WAŁY;20 38;53 26;ORZYC
93511;WAŁY;19 24;52 11;BZURA
93427;WANDOWO;18 18;52 26;NOTEĆ
96415;WAPIENICA;18 58 24;49 46 25;WISŁA
92622;WAPLEWO;20 19;53 30;ŁYNA
93020;WARNICE;14 41;52 51;MYŚLA
92032;WARNOWO;14 34;53 57;DZIWNA
93711;WARSZAWA KABATY;21 04;52 08;WISŁA
93663;WARSZAWA-CZAJKA;20 57 41;52 21 03;WISŁA
93774;WARSZAWA-CZERNIAKOWSKA;21 02 49;52 12 57;WISŁA
93732;WARSZAWA-KAWĘCZYN;21 08;52 16;NAREW
3704;WARSZAWA-OBSERWATORIUM;21 02;52 13;WISŁA
96432;WARSZOWICE;18 42;49 59;WISŁA
94433;WARTA;18 38;51 43;WARTA
94454;WARTA II;18 36 35;51 42 56;
92416;WĄBRZEŹNO;18 57;53 17;OSA
93762;WĄSEWO;21 40;52 52;NAREW
95583;WĄSOSZ;19 41 09;50 44 15;PILICA
94503;WĄSOSZ GÓRNY;19 00;51 04;WARTA
91429;WEJHEROWO;18 14;54 36;PRZYMORZE
93904;WERCHLIŚ;23 17;52 11;BUG
96802;WETLINA;22 28;49 09;SAN
94128;WĘGLINIEC;15 12;51 17;BÓBR
96641;WĘGLÓWKA;20 04 28;49 45 01;RABA
91709;WĘGORZEWO;21 46;54 13;WĘGORAPA
95345;WIĄZÓW;17 12;50 49;OŁAWA
91601;WICHROWO;20 25;54 02;ŁYNA
94422;WIDAWA;18 57;51 26;WIDAWKA
92006;WIDUCHOWA;14 24;53 07;ODRA
92231;WIELANOWO;16 19;53 52;PARSĘTA
92618;WIELBARK;20 57;53 24;OMULEW
92315;WIELE;17 33;53 17;NOTEĆ
93703;WIELGOLAS;21 44;52 02;ŚWIDER
3206;WIELICHOWO;16 21;52 07;OBRA
5609;WIELICZKA;20 03;50 00;WISŁA
94607;WIELKA WIEŚ;20 59;51 05;KAMIENNA
95901;WIELKIE OCZY;23 10;50 02;SAN
94235;WIERZA (WIEWIERZ);16 43;51 38;ORLA
92552;WIERZBICA;19 59;53 29;DRWĘCA
95319;WIERZBIĘCICE;17 26;50 25;NYSA KŁODZKA
93839;WIERZBOWO;22 20;52 59;NAREW
93050;WIERZCHLAS;14 30;52 50;ODRA
2202;WIERZCHOWO;16 07;53 28;DRAWA
91436;WIERZCHUCINO;18 00;54 47;PRZYMORZE
96631;WIERZCHY;20 28;49 39;DUNAJEC
95494;WIESZOWA;18 46 27;50 22 52;KŁODNICA
92123;WIEWIECKO;15 39;53 32;REGA
93449;WIĘCŁAWICE;18 19;52 51;WISŁA
94542;WILANÓW;19 32;51 49;BZURA
94734;WILGA;21 23;51 51;WISŁA
91751;WILKOWO;21 19;54 01;GUBER
93365;WINNA GÓRA;17 27;52 12;WARTA
93641;WINNICA;20 57;52 39;NAREW
6404;WISŁA;18 52;49 39;WISŁA
96428;WISŁA WIELKA;18 51;49 57;WISŁA
96407;WISŁA-GŁĘBCE;18 53;49 38;WISŁA
96454;WISŁA-JAWORNIK;18 49 49;49 39 35;
96408;WISŁA-MALINKA;18 58 06;49 38 43;WISŁA
96405;WISŁA-STOŻEK;18 50;49 36;WISŁA
96752;WISŁOCZEK;21 52;49 30;WISŁOK
96705;WISŁOK WIELKI;21 59 57;49 22 44;WISŁOK
94925;WISZNICE;23 12;51 47;KRZNA
95621;WIŚLICA;20 41;50 21;NIDA
93758;WIŚNIEWO;21 42;52 45;NAREW
4301;WITASZYCE;17 33;51 57;WARTA
93013;WITNICA;14 54;52 40;WARTA
92142;WITNO;15 04;53 57;DZIWNA
92313;WITOSŁAW;17 29;53 15;NOTEĆ
95334;WITOSTOWICE;17 03;50 41;OŁAWA
96594;WITÓW;19 50;49 20;DUNAJEC
92809;WIZNA;22 24;53 12;NAREW
93407;WŁADYSŁAWÓW;18 29;52 06;WARTA
94657;WŁOCHÓW;20 36 36;51 05 54;PILICA
94303;WŁOCHY;17 55;51 04;STOBRAWA
93530;WŁOCŁAWEK;19 05;52 40;WISŁA
95628;WODZISŁAW;20 12;50 31;NIDA
95136;WOJCIESZÓW;15 55;50 59;KACZAWA
96701;WOJKOWA;21 00;49 20;POPRAD
95586;WOJKOWICE;19 03 27;50 22 17;PRZEMSZA
96655;WOJNICZ;20 50;49 57;DUNAJEC
95305;WOJNOWICE;17 °5 3';50 °0 7';ODRA
95931;WOJSŁAWICE;23 34;50 55;WIEPRZ
96730;WOLA KOMBORSKA;21 54;49 44;WISŁOK
4351;WOLA KSIĄŻĘCA;17 35 21;53 57 41;WARTA
94850;WOLA OKRZEJSKA;22 09;51 44;TYŚMIENICA
95720;WOLA WADOWSKA;21 13;50 16;WISŁA
95536;WOLBROM;19 45;50 23;PRZEMSZA
92028;WOLIN;14 36;53 50;DZIWNA
91404;WOLNY DWÓR;18 26;54 05;WIERZYCA
93212;WOLSZTYN;16 07;52 07;OBRA
93739;WOŁOMIN;21 14;52 21;NAREW
96855;WOŁOSATE;22 41 10;49 03 51;SAN
94223;WOŁÓW;16 39;51 20;ODRA
94631;WÓLKA JAGIELCZYŃSKA;20 11;51 41;RAWKA
93803;WÓLKA KAMIENNA;22 31;52 04;KRZNA
95925;WÓLKA NIELISKA;23 06;50 48;WIEPRZ
94304;WROCŁAW-BISKUPIN;17 06;51 06;ODRA
94305;WROCŁAW-OGRÓD BOTANICZNY;17 03;51 07;ODRA
94213;WROCŁAW-STABŁOWICE;16 53;51 10;BYSTRZYCA
94255;WROCŁAW-STRACHOWICE;16 52 54;51 06 49;ODRA
93243;WRONKI;16 23;52 42;WARTA
93320;WRZEŚNIA;17 36;52 19;WARTA
93820;WRZOSKI;22 07;52 29;LIWIEC
91001;WRZOSOWO;14 49;54 01;DZIWNA
92363;WYCZECHY;17 02;53 41;GWDA
94231;WYDAWY;16 57;51 34;ORLA
95657;WYMYSŁÓW;20 06;50 50;PILICA
92309;WYRZYSK;17 16;53 09;NOTEĆ
92312;WYSOKA;17 05;53 11;GWDA
96632;WYSOKIE;20 34;49 39;DUNAJEC
6707;WYSOWA;21 11;49 26;WISŁOKA
93751;WYSZKÓW;21 27;52 35;BUG
95131;WYSZKÓW;14 59 34;50 58 03;NYSA ŁUŻYCKA
96753;WYSZOWADKA;21 25;49 27;WISŁOKA
92903;ZABŁUDÓW;23 20;53 01;NAREW
6402;ZABORZE;18 48;49 52;WISŁA
93905;ZABUŻE;23 03;52 19;BUG
94951;ZAGRODA;23 24;51 05;WIEPRZ
94125;ZAGRODNO;15 52;51 12;KACZAWA
95839;ZAKLIKÓW;22 06;50 45;WISŁA
95841;ZAKŁODZIE;22 51 38;50 45 27;WIEPRZ
93632;ZAKROCZYM;20 36 12;52 25 48;WISŁA
95849;ZAKRZÓWEK;22 23;50 57;BYSTRZYCA
93362;ZALESIE;17 36;52 59;NOTEĆ
96627;ZALESIE;20 21;49 37;DUNAJEC
93552;ZAMBRZYCA;19 37 41;52 59 24;SKRWA (PRAWA)
93955;ZAMOSZE;23 54;52 48;NAREW
95950;ZAMOŚĆ;23 15 19;50 42 25;WIEPRZ
93309;ZANIEMYŚL;17 °1 0';52 °0 9';WARTA
92345;ZAPĘDOWO;17 51;53 42;BRDA
92751;ZARUZIE;21 48;53 08;
96846;ZARZECZE;22 32;49 59;WISŁOK
94012;ZASIEKI;14 40;51 45;NYSA ŁUŻYCKA
93752;ZATORY;21 11;52 36;NAREW
5751;ZAWADA;21 29;50 04;WISŁOKA
92807;ZAWADY;22 40 24;53 09 25;NAREW
95463;ZAWADZKIE;18 29;50 36;MAŁA PANEW
95748;ZAWICHOST;21 52;50 48;WISŁA
95549;ZAWIERCIE;19 25;50 30;WARTA
2703;ZAWODZIE;21 24;53 23;OMULEW
6513;ZAWOJA;19 31;49 37;SKAWA
96538;ZAWOJA I;19 32;49 39;SKAWA
96535;ZAWOJA II;19 31;49 37;SKAWA
5505;ZĄBKOWICE;19 17;50 22;PRZEMSZA
95584;ZĄBKOWICE;19 15 45;50 23 01;PRZEMSZA
93112;ZBĄSZYŃ;15 56;52 15;OBRA
92515;ZBICZNO;19 22;53 21;DRWĘCA
94444;ZBIERSK;18 09;51 57;WARTA
96755;ZBOISKA;21 42;49 35;WISŁOKA
6606;ZBYSZYCE;20 40;49 42;DUNAJEC
94427;ZDUŃSKA WOLA;18 56;51 36;WARTA
93236;ZĘBOWO;16 05;52 28;OBRA
4106;ZGORZELEC;15 01 35;51 08 08;NYSA ŁUŻYCKA
95213;ZIELENIEC;16 24;50 20;NYSA KŁODZKA
95321;ZIELINA;17 48;50 27;ODRA
95458;ZIELONA;18 58;50 33;MAŁA PANEW
93619;ZIELONKI;20 49;52 15;BZURA
95333;ZIĘBICE;17 03;50 37;OŁAWA
94421;ZŁOCZEW;18 37;51 25;WARTA
93237;ZŁOTNIKI;16 50;52 29;WARTA
94167;ZŁOTNIKI LUBAŃSKIE;15 20 26;51 00 50;KWISA
94121;ZŁOTORYJA;15 56;51 07;KACZAWA
95564;ZŁOTY POTOK;19 26;50 42;WARTA
95221;ZŁOTY STOK;16 53;50 27;NYSA KŁODZKA
96596;ZUBRZYCA DOLNA;19 40 47;49 30 07;CZARNA ORAWA
96518;ZUBRZYCA GÓRNA;19 39;49 33;CZARNA ORAWA
91504;ZWIERZNO;19 21;54 02;ELBLĄG
95832;ZWIERZYNIEC;22 50;50 37;WIEPRZ
95825;ZWOLAKI;22 20;50 30;TANEW
94717;ZWOLEŃ;21 35;51 21;WISŁA
95419;ZWONOWICE;18 27;50 09;ODRA
94256;ŹRÓDŁA;16 43 21;51 09 24;ODRA
91819;ŻABIN;22 03;54 20;WĘGORAPA
96520;ŻABNICA;19 11;49 34;SOŁA
93537;ŻABOWO;19 55;52 50;WKRA
94144;ŻAGAŃ;15 19;51 37;BÓBR
92366;ŻALNO;17 45;53 36;BRDA
93816;ŻANECIN;22 15;52 23;BUG
95559;ŻARKI;19 23;50 39;WARTA
96758;ŻARNOWA;21 49;49 53;WISŁOK
94521;ŻARNOWICA;19 52;51 28;PILICA
91344;ŻELAZNO;17 52;54 44;PRZYMORZE
93115;ŻELECHÓW;15 21;52 19;OBRA
92016;ŻELEWO;14 52;53 18;PŁONIA
91451;ŻELISTRZEWO;18 25;54 40;PRZYMORZE
93304;ŻERKÓW;17 34;52 04;WARTA
94227;ŻMIGRÓD;16 54;51 28;BARYCZ
94901;ŻMUDŹ;23 40;51 01;BUG
93354;ŻNIN;17 45;52 50;NOTEĆ
95407;ŻORY;18 42;50 03;ODRA
95356;ŻÓRAWINA;17 03;50 59;ODRA
96854;ŻUBRACZE;22 16 07;49 12 23;SAN
93853;ŻUROBICE;22 56;52 32;NURZEC
92504;ŻUROMIN;19 55;53 04;WKRA
93514;ŻYCHLIN;19 38;52 15;BZURA
91820;ŻYTKIEJMY;22 42;54 21;WĘGORAPA
6509;ŻYWIEC;19 14;49 43;SOŁA
96597;ŻYWIEC;19 13;49 41;SOŁA
